Project ID Number,Lead_AQMD,n_aqmd_partners,n_county_partners,Agency_Name,Total_Funding,Total_GHG_Reductions,DAC_Funding,cost_per_ton,share_DAC,log_funding,cross_aqmd_collab,high_county_collab,SoCal_AQMD
21-0538-000-SG,San Luis Obispo,1,1,California Department of Food and Agriculture,17118,0,,,,9.747944236774778,0,0,0
21-0539-000-SG,Bay Area,1,1,California Department of Food and Agriculture,21973,0,,,,9.997615215260826,0,0,0
21-0540-000-SG,Amador,1,1,California Department of Food and Agriculture,30000,0,,,,10.308985993422082,0,0,0
21-0541-000-SG,Yolo-Solano,1,1,California Department of Food and Agriculture,26458,0,,,,10.183351644059842,0,0,0
21-0542-000-SG,Bay Area,1,1,California Department of Food and Agriculture,30000,0,,,,10.308985993422082,0,0,0
21-0543-000-SG,North Coast Unified,1,1,California Department of Food and Agriculture,18399,0,,,,9.820105943597078,0,0,0
21-0544-000-SG,Bay Area,1,1,California Department of Food and Agriculture,29980,0,,,,10.308319126670684,0,0,0
21-0545-000-SG,San Diego,1,1,California Department of Food and Agriculture,24306,0,,,,10.098519653689262,0,0,1
21-0546-000-SG,Yolo-Solano,1,1,California Department of Food and Agriculture,29994,0,,,,10.308785980087194,0,0,0
21-0547-000-SG,Placer,1,1,California Department of Food and Agriculture,29617,0,,,,10.29613756359745,0,0,0
21-0548-000-SG,Bay Area,1,1,California Department of Food and Agriculture,28164,0,,,,10.245835351328815,0,0,0
21-0549-000-SG,San Diego,1,1,California Department of Food and Agriculture,29544,0,,,,10.293669803779775,0,0,1
21-0550-000-SG,Bay Area,1,1,California Department of Food and Agriculture,20415,0,,,,9.924074186144516,0,0,0
21-0551-000-SG,San Diego,1,1,California Department of Food and Agriculture,22990,0,,,,10.042858113983936,0,0,1
21-0552-000-SG,Monterey Bay Unified,1,1,California Department of Food and Agriculture,29877,0,,,,10.304877702602262,0,0,0
21-0553-000-SG,Butte,1,1,California Department of Food and Agriculture,29913,0,,,,10.306081877219272,0,0,0
21-22-D01-003,North Coast Unified,1,1,California Department of Transportation,360372,219,,1645.5342465753424,,12.794894885150763,0,0,0
21-22-D02-006,Northern Sierra,1,1,California Department of Transportation,28500,8,,3562.5,,10.25769445336048,0,0,0
21-22-D02-007,Northern Sierra,1,1,California Department of Transportation,22825,26,,877.8846153846154,,10.035655516113545,0,0,0
21-22-D02-008,Shasta,1,1,California Department of Transportation,200000,0,,,,12.206077645517674,0,0,0
21-22-D02-012,Tehama,1,1,California Department of Transportation,257683,79,,3261.8101265822784,,12.45948930701406,0,0,0
21-22-D03-014,El Dorado,1,1,California Department of Transportation,278372,1,,278372.0,,12.536717219980648,0,0,0
21-22-D03-026,Colusa,1,1,California Department of Transportation,56561,2104,,26.882604562737644,,10.943092660624206,0,0,0
21-22-D04-056,Bay Area,1,1,California Department of Transportation,635372,419,,1516.400954653938,,13.361967506996857,0,0,0
21-22-D05-063,San Luis Obispo,1,1,California Department of Transportation,344183,2594,,132.68427139552813,,12.748931677077158,0,0,0
21-22-D08-105,South Coast,1,1,California Department of Transportation,4127998,5807,,710.8658515584639,,15.233303343895445,0,0,1
21-22-D10-119,Calaveras,1,1,California Department of Transportation,111022,31,,3581.3548387096776,,11.61749266603723,0,0,0
21-FP-AEU-0053,El Dorado,1,1,California Department of Forestry and Fire Protection,1252790,0,,,,14.040884420284826,0,0,0
21-FP-AEU-0073,El Dorado,1,1,California Department of Forestry and Fire Protection,2079887,0,,,,14.547824604073899,0,0,0
21-FP-AEU-0099,El Dorado,1,1,California Department of Forestry and Fire Protection,705670,0,,,,13.466904402195272,0,0,0
21-FP-AEU-0166,Amador,1,1,California Department of Forestry and Fire Protection,726000,0,,,,13.495306671216452,0,0,0
21-FP-AEU-0301,El Dorado,1,1,California Department of Forestry and Fire Protection,114136,0,,,,11.645154760233805,0,0,0
21-FP-AEU-0335,Great Basin Unified,1,1,California Department of Forestry and Fire Protection,120810,0,,,,11.701982619939827,0,0,0
21-FP-BDU-0005,South Coast,1,1,California Department of Forestry and Fire Protection,157765,0,,,,11.968868201567608,0,0,1
21-FP-BDU-0130,South Coast,1,1,California Department of Forestry and Fire Protection,701800,0,,,,13.461405167037618,0,0,1
21-FP-BDU-0147,South Coast,1,1,California Department of Forestry and Fire Protection,200885,0,,,,12.210492861963665,0,0,1
21-FP-BDU-0158,South Coast,1,1,California Department of Forestry and Fire Protection,221906,0,,,,12.310013654164454,0,0,1
21-FP-BDU-0216,Great Basin Unified,1,1,California Department of Forestry and Fire Protection,670551,0,,,,13.415856532760841,0,0,0
21-FP-BDU-0257,Great Basin Unified,1,1,California Department of Forestry and Fire Protection,588000,0,,,,13.28448392755959,0,0,0
21-FP-BDU-0326,Great Basin Unified,1,1,California Department of Forestry and Fire Protection,1341227,0,,,,14.109096170183015,0,0,0
21-FP-BEU-0054,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,675971,0,,,,13.42390693404892,0,0,0
21-FP-BEU-0055,Monterey Bay Unified,1,1,California Department of Forestry and Fire Protection,224000,0,,,,12.319405795112926,0,0,0
21-FP-BEU-0107,Monterey Bay Unified,1,1,California Department of Forestry and Fire Protection,1773695,0,,,,14.388576063018332,0,0,0
21-FP-BTU-0206,Butte,1,1,California Department of Forestry and Fire Protection,1499949,0,,,,14.220942332183537,0,0,0
21-FP-BTU-0211,Butte,1,1,California Department of Forestry and Fire Protection,459652,0,,,,13.038227135975703,0,0,0
21-FP-BTU-0212,Butte,1,1,California Department of Forestry and Fire Protection,463811,0,,,,13.047234576690078,0,0,0
21-FP-BTU-0222,Butte,1,1,California Department of Forestry and Fire Protection,862931,0,,,,13.668091172059578,0,0,0
21-FP-BTU-0223,Butte,1,1,California Department of Forestry and Fire Protection,727701,0,,,,13.497646902716724,0,0,0
21-FP-CZU-0082,Monterey Bay Unified,1,1,California Department of Forestry and Fire Protection,720169,0,,,,13.487242574233507,0,0,0
21-FP-CZU-0087,Bay Area,1,1,California Department of Forestry and Fire Protection,140000,0,,,,11.849404844423074,0,0,0
21-FP-CZU-0114,Bay Area,1,1,California Department of Forestry and Fire Protection,325000,0,,,,12.691583538230217,0,0,0
21-FP-CZU-0291,Monterey Bay Unified,1,1,California Department of Forestry and Fire Protection,150000,0,,,,11.918397239722838,0,0,0
21-FP-FKU-0106,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,1548708,0,,,,14.252932238613008,0,0,0
21-FP-FKU-0108,South Coast,1,1,California Department of Forestry and Fire Protection,66547,0,,,,11.105678770779633,0,0,1
21-FP-FKU-0115,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,860250,0,,,,13.664979486111827,0,0,0
21-FP-HUU-0198,North Coast Unified,1,1,California Department of Forestry and Fire Protection,191318,0,,,,12.161697470935497,0,0,0
21-FP-HUU-0305,North Coast Unified,1,1,California Department of Forestry and Fire Protection,1769414,0,,,,14.386159541445473,0,0,0
21-FP-KRN-0079,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,1596000,0,,,,14.283011683558112,0,0,0
21-FP-KRN-0138,Kern,1,1,California Department of Forestry and Fire Protection,993454,0,,,,13.808944045534497,0,0,0
21-FP-KRN-0187,Kern,1,1,California Department of Forestry and Fire Protection,661684,0,,,,13.402544890860028,0,0,0
21-FP-KRN-0266,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,32711,0,,,,10.395497262044477,0,0,0
21-FP-KRN-0298,Kern,1,1,California Department of Forestry and Fire Protection,1231244,0,,,,14.023536410546484,0,0,0
21-FP-LAC-0081,South Coast,1,1,California Department of Forestry and Fire Protection,72250,0,,,,11.187901446709345,0,0,1
21-FP-LAC-0090,South Coast,1,1,California Department of Forestry and Fire Protection,677959,0,,,,13.426843568131991,0,0,1
21-FP-LAC-0091,South Coast,1,1,California Department of Forestry and Fire Protection,250469,0,,,,12.431094431856156,0,0,1
21-FP-LAC-0145,Ventura,1,1,California Department of Forestry and Fire Protection,167396,0,,,,12.028123515729973,0,0,1
21-FP-LAC-0160,South Coast,1,1,California Department of Forestry and Fire Protection,250000,0,,,,12.429220196836383,0,0,1
21-FP-LAC-0164,South Coast,1,1,California Department of Forestry and Fire Protection,659070,0,,,,13.398586546679697,0,0,1
21-FP-LAC-0171,South Coast,1,1,California Department of Forestry and Fire Protection,237500,0,,,,12.377927112974284,0,0,1
21-FP-LAC-0188,South Coast,1,1,California Department of Forestry and Fire Protection,108997,0,,,,11.59908481241909,0,0,1
21-FP-LAC-0287,South Coast,1,1,California Department of Forestry and Fire Protection,166400,0,,,,12.022155816966572,0,0,1
21-FP-LAC-0329,South Coast,1,1,California Department of Forestry and Fire Protection,13380,0,,,,9.50159106930499,0,0,1
21-FP-LAC-0330,South Coast,1,1,California Department of Forestry and Fire Protection,448285,0,,,,13.013186700568228,0,0,1
21-FP-LAC-0343,South Coast,1,1,California Department of Forestry and Fire Protection,15000,0,,,,9.61587214452889,0,0,1
21-FP-LAC-0347,South Coast,1,1,California Department of Forestry and Fire Protection,184150,0,,,,12.123511352214155,0,0,1
21-FP-LMU-0009,Modoc,1,1,California Department of Forestry and Fire Protection,593559,0,,,,13.293893583120063,0,0,0
21-FP-LNU-0109,Northern Sonoma,1,1,California Department of Forestry and Fire Protection,946950,0,,,,13.761002628485288,0,0,0
21-FP-LNU-0237,Northern Sonoma,1,1,California Department of Forestry and Fire Protection,411488,0,,,,12.927537567271738,0,0,0
21-FP-LNU-0246,Lake,1,1,California Department of Forestry and Fire Protection,1440176,0,,,,14.180276580665215,0,0,0
21-FP-LNU-0247,Bay Area,1,1,California Department of Forestry and Fire Protection,176225,0,,,,12.079522541189744,0,0,0
21-FP-MEU-0213,Mendocino,1,1,California Department of Forestry and Fire Protection,303674,0,,,,12.62371332956847,0,0,0
21-FP-MEU-0292,Mendocino,1,1,California Department of Forestry and Fire Protection,1894185,0,,,,14.454299752763824,0,0,0
21-FP-MEU-0313,Mendocino,1,1,California Department of Forestry and Fire Protection,138987,0,,,,11.842142877450847,0,0,0
21-FP-MMU-0001,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,1191350,0,,,,13.990598515246335,0,0,0
21-FP-MMU-0026,Mariposa,1,1,California Department of Forestry and Fire Protection,515586,0,,,,13.15306133638563,0,0,0
21-FP-MMU-0027,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,176000,0,,,,12.07824495582233,0,0,0
21-FP-MMU-0076,Mariposa,1,1,California Department of Forestry and Fire Protection,230142,0,,,,12.34645613383607,0,0,0
21-FP-MMU-0143,Mariposa,1,1,California Department of Forestry and Fire Protection,1012058,0,,,,13.827497427525403,0,0,0
21-FP-MMU-0204,Mariposa,1,1,California Department of Forestry and Fire Protection,220000,0,,,,12.301387370778713,0,0,0
21-FP-MMU-0279,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,238009,0,,,,12.380067968577654,0,0,0
21-FP-MRN-0242,Bay Area,1,1,California Department of Forestry and Fire Protection,700112,0,,,,13.458997029568781,0,0,0
21-FP-MVU-0008,San Diego,1,1,California Department of Forestry and Fire Protection,46743,0,,,,10.752441184234273,0,0,1
21-FP-MVU-0219,San Diego,1,1,California Department of Forestry and Fire Protection,67500,0,,,,11.119897691565697,0,0,1
21-FP-NEU-0132,Feather River,1,1,California Department of Forestry and Fire Protection,1499750,0,,,,14.220809652292914,0,0,0
21-FP-NEU-0195,Northern Sierra,1,1,California Department of Forestry and Fire Protection,1551770,0,,,,14.25490741729211,0,0,0
21-FP-NEU-0209,Placer,1,1,California Department of Forestry and Fire Protection,539888,0,,,,13.199118841855462,0,0,0
21-FP-NEU-0240,Northern Sierra,1,1,California Department of Forestry and Fire Protection,2178004,0,,,,14.593919878156521,0,0,0
21-FP-ORC-0029,South Coast,1,1,California Department of Forestry and Fire Protection,250000,0,,,,12.429220196836383,0,0,1
21-FP-ORC-0030,South Coast,1,1,California Department of Forestry and Fire Protection,82000,0,,,,11.314486721293981,0,0,1
21-FP-RRU-0278,South Coast,1,1,California Department of Forestry and Fire Protection,1944300,0,,,,14.480413087407706,0,0,1
21-FP-RRU-0352,South Coast,1,1,California Department of Forestry and Fire Protection,275314,0,,,,12.525671175661646,0,0,1
21-FP-SBC-0170,Santa Barbara,1,1,California Department of Forestry and Fire Protection,250000,0,,,,12.429220196836383,0,0,0
21-FP-SBC-0228,Santa Barbara,1,1,California Department of Forestry and Fire Protection,2037939,0,,,,14.527450051703356,0,0,0
21-FP-SBC-0274,Santa Barbara,1,1,California Department of Forestry and Fire Protection,1708872,0,,,,14.351344646872992,0,0,0
21-FP-SBC-0277,Santa Barbara,1,1,California Department of Forestry and Fire Protection,1948552,0,,,,14.48259760380155,0,0,0
21-FP-SBC-0320,Santa Barbara,1,1,California Department of Forestry and Fire Protection,233152,0,,,,12.359450169406527,0,0,0
21-FP-SCU-0150,Bay Area,1,1,California Department of Forestry and Fire Protection,2878104,0,,,,14.872642649433152,0,0,0
21-FP-SCU-0302,Bay Area,1,1,California Department of Forestry and Fire Protection,1456579,0,,,,14.191601780066167,0,0,0
21-FP-SHU-0025,Shasta,1,1,California Department of Forestry and Fire Protection,1800000,0,,,,14.403297778421795,0,0,0
21-FP-SHU-0056,Shasta,1,1,California Department of Forestry and Fire Protection,1454418,0,,,,14.190117066126401,0,0,0
21-FP-SHU-0111,Shasta,1,1,California Department of Forestry and Fire Protection,1999983,0,,,,14.508649738492219,0,0,0
21-FP-SHU-0314,Shasta,1,1,California Department of Forestry and Fire Protection,520083,0,,,,13.161745615973215,0,0,0
21-FP-SKU-0010,Siskiyou,1,1,California Department of Forestry and Fire Protection,594925,0,,,,13.29619230704531,0,0,0
21-FP-SKU-0014,Siskiyou,1,1,California Department of Forestry and Fire Protection,451416,0,,,,13.02014680326786,0,0,0
21-FP-SKU-0016,Siskiyou,1,1,California Department of Forestry and Fire Protection,180538,0,,,,12.103702099898067,0,0,0
21-FP-SKU-0181,Siskiyou,1,1,California Department of Forestry and Fire Protection,879927,0,,,,13.687595364925281,0,0,0
21-FP-SKU-0214,Siskiyou,1,1,California Department of Forestry and Fire Protection,807605,0,,,,13.601829594813726,0,0,0
21-FP-SLU-0028,San Luis Obispo,1,1,California Department of Forestry and Fire Protection,848719,0,,,,13.651484611133153,0,0,0
21-FP-SLU-0271,San Luis Obispo,1,1,California Department of Forestry and Fire Protection,441687,0,,,,12.998359029454644,0,0,0
21-FP-SLU-0325,San Luis Obispo,1,1,California Department of Forestry and Fire Protection,50000,0,,,,10.819798284210286,0,0,0
21-FP-TCU-0032,Calaveras,1,1,California Department of Forestry and Fire Protection,193760,0,,,,12.174380719797549,0,0,0
21-FP-TCU-0035,Calaveras,1,1,California Department of Forestry and Fire Protection,169500,0,,,,12.040614105490253,0,0,0
21-FP-TCU-0036,Calaveras,1,1,California Department of Forestry and Fire Protection,104709,0,,,,11.558949903281508,0,0,0
21-FP-TCU-0037,Calaveras,1,1,California Department of Forestry and Fire Protection,104709,0,,,,11.558949903281508,0,0,0
21-FP-TCU-0038,Calaveras,1,1,California Department of Forestry and Fire Protection,250140,0,,,,12.42978003785616,0,0,0
21-FP-TCU-0040,Calaveras,1,1,California Department of Forestry and Fire Protection,328540,0,,,,12.702416918859962,0,0,0
21-FP-TCU-0041,Calaveras,1,1,California Department of Forestry and Fire Protection,213180,0,,,,12.26989684910369,0,0,0
21-FP-TCU-0075,Tuolumne,1,1,California Department of Forestry and Fire Protection,136186,0,,,,11.821784220271333,0,0,0
21-FP-TCU-0092,Calaveras,1,1,California Department of Forestry and Fire Protection,1211913,0,,,,14.007711485998113,0,0,0
21-FP-TCU-0141,Calaveras,1,1,California Department of Forestry and Fire Protection,1047754,0,,,,13.862160337906687,0,0,0
21-FP-TCU-0276,Tuolumne,1,1,California Department of Forestry and Fire Protection,132302,0,,,,11.792850025582919,0,0,0
21-FP-TCU-0288,Tuolumne,1,1,California Department of Forestry and Fire Protection,396539,0,,,,12.890532197692554,0,0,0
21-FP-TCU-0289,Tuolumne,1,1,California Department of Forestry and Fire Protection,416141,0,,,,12.938781827151903,0,0,0
21-FP-TCU-0321,Calaveras,1,1,California Department of Forestry and Fire Protection,369000,0,,,,12.818554633046093,0,0,0
21-FP-TCU-0331,Tuolumne,1,1,California Department of Forestry and Fire Protection,153977,0,,,,11.944565014047855,0,0,0
21-FP-TGU-0097,Glenn,1,1,California Department of Forestry and Fire Protection,733130,0,,,,13.505079682499609,0,0,0
21-FP-TGU-0280,Glenn,1,1,California Department of Forestry and Fire Protection,575808,0,,,,13.263531287465291,0,0,0
21-FP-TGU-0281,Glenn,1,1,California Department of Forestry and Fire Protection,1696240,0,,,,14.343925184295475,0,0,0
21-FP-TUU-0078,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,633920,0,,,,13.359679619977197,0,0,0
